Total.Household.Income,Region,Total.Food.Expenditure,Household.Head.Sex,Household.Head.Age,Type.of.Household,Total.Number.of.Family.members,House.Floor.Area,House.Age,Number.of.bedrooms,Electricity
171490,IX - Zasmboanga Peninsula,83361,Female,64,Single Family,4,100,20,2,1
180720,IX - Zasmboanga Peninsula,54382,Male,68,Single Family,2,42,13,3,1
165650,IX - Zasmboanga Peninsula,74479,Male,50,Single Family,3,18,13,1,1
115039,IX - Zasmboanga Peninsula,50889,Female,62,Single Family,1,15,13,1,1
147192,IX - Zasmboanga Peninsula,66068,Male,25,Single Family,4,18,13,1,1
144225,IX - Zasmboanga Peninsula,76318,Male,28,Single Family,5,20,13,1,1
470063,IX - Zasmboanga Peninsula,96645,Female,60,Single Family,3,25,25,2,1
316928,IX - Zasmboanga Peninsula,186889,Male,55,Extended Family,6,20,30,1,1
176262,IX - Zasmboanga Peninsula,100393,Male,61,Single Family,5,20,0,1,1
134028,IX - Zasmboanga Peninsula,54863,Female,57,Single Family,1,20,25,2,0
184945,IX - Zasmboanga Peninsula,109007,Male,58,Extended Family,6,30,13,2,0
131222,IX - Zasmboanga Peninsula,42688,Male,70,Single Family,2,20,32,2,1
218522,IX - Zasmboanga Peninsula,143622,Male,46,Single Family,6,28,32,2,1
457259,IX - Zasmboanga Peninsula,265989,Male,52,Single Family,4,20,17,2,1
152690,IX - Zasmboanga Peninsula,91144,Male,29,Single Family,4,20,13,1,1
1304573,IX - Zasmboanga Peninsula,278256,Male,42,Extended Family,6,300,47,6,1
124604,IX - Zasmboanga Peninsula,73499,Male,35,Single Family,3,11,2,0,0
261300,IX - Zasmboanga Peninsula,96013,Female,60,Extended Family,3,58,43,4,1
502540,IX - Zasmboanga Peninsula,188525,Male,43,Single Family,4,50,30,1,1
440360,IX - Zasmboanga Peninsula,109304,Female,61,Single Family,2,15,13,1,1
241799,IX - Zasmboanga Peninsula,104312,Female,57,Extended Family,2,25,29,4,1
116377,IX - Zasmboanga Peninsula,70704,Male,38,Single Family,5,10,17,0,1
212693,IX - Zasmboanga Peninsula,139870,Male,40,Single Family,10,15,13,0,1
278000,IX - Zasmboanga Peninsula,145821,Female,41,Single Family,4,50,20,2,1
192032,IX - Zasmboanga Peninsula,58442,Female,53,Single Family,2,30,35,1,1
542128,IX - Zasmboanga Peninsula,117643,Male,33,Single Family,3,50,29,4,1
471528,IX - Zasmboanga Peninsula,69147,Male,60,Single Family,2,200,13,2,1
182396,IX - Zasmboanga Peninsula,90398,Male,42,Single Family,7,50,15,2,1
166291,IX - Zasmboanga Peninsula,51558,Male,61,Single Family,3,15,27,1,1
172570,IX - Zasmboanga Peninsula,87527,Male,45,Extended Family,6,18,40,2,1
661119,IX - Zasmboanga Peninsula,163205,Female,43,Single Family,4,80,15,3,1
239415,IX - Zasmboanga Peninsula,118370,Male,48,Extended Family,8,23,15,0,1
387295,IX - Zasmboanga Peninsula,161137,Male,60,Extended Family,6,76,15,4,1
783253,IX - Zasmboanga Peninsula,168750,Male,61,Extended Family,10,150,13,2,1
144815,IX - Zasmboanga Peninsula,56965,Male,48,Single Family,4,75,15,1,1
124688,IX - Zasmboanga Peninsula,28444,Male,75,Single Family,2,32,15,2,1
171803,IX - Zasmboanga Peninsula,87207,Male,42,Single Family,5,36,35,2,1
374882,IX - Zasmboanga Peninsula,72894,Male,63,Single Family,2,60,13,3,1
269871,IX - Zasmboanga Peninsula,89887,Male,58,Extended Family,7,100,15,2,1
186993,IX - Zasmboanga Peninsula,54869,Female,66,Single Family,3,29,36,2,1
127321,IX - Zasmboanga Peninsula,45617,Male,73,Single Family,2,54,16,1,1
115109,IX - Zasmboanga Peninsula,42009,Male,38,Single Family,1,50,15,2,1
232340,IX - Zasmboanga Peninsula,127714,Male,50,Extended Family,6,70,15,2,1
83986,IX - Zasmboanga Peninsula,43125,Female,65,Single Family,2,80,12,0,1
140349,IX - Zasmboanga Peninsula,83125,Male,53,Single Family,4,20,15,1,1
130183,IX - Zasmboanga Peninsula,52195,Male,52,Single Family,4,18,16,2,1
120330,IX - Zasmboanga Peninsula,72417,Male,39,Single Family,5,18,15,1,1
106119,IX - Zasmboanga Peninsula,37611,Male,50,Extended Family,4,15,20,3,1
182766,IX - Zasmboanga Peninsula,85590,Male,38,Single Family,4,13,13,1,1
87548,IX - Zasmboanga Peninsula,45974,Male,48,Single Family,4,30,9,0,0
105813,IX - Zasmboanga Peninsula,62486,Male,26,Single Family,4,50,10,2,0
76425,IX - Zasmboanga Peninsula,39217,Male,35,Single Family,3,30,24,2,0
119971,IX - Zasmboanga Peninsula,70639,Male,30,Single Family,5,11,5,1,0
126247,IX - Zasmboanga Peninsula,60080,Male,73,Extended Family,5,43,20,1,1
132914,IX - Zasmboanga Peninsula,57329,Male,72,Extended Family,5,60,18,2,1
107346,IX - Zasmboanga Peninsula,58662,Male,48,Single Family,5,29,4,2,1
87652,IX - Zasmboanga Peninsula,22526,Female,33,Single Family,1,60,15,1,1
107217,IX - Zasmboanga Peninsula,53293,Male,58,Single Family,4,11,35,1,0
175898,IX - Zasmboanga Peninsula,107563,Male,55,Single Family,4,14,15,2,1
504644,IX - Zasmboanga Peninsula,154969,Male,54,Extended Family,6,26,15,2,1
287691,IX - Zasmboanga Peninsula,142448,Male,53,Extended Family,5,25,15,3,1
217592,IX - Zasmboanga Peninsula,136580,Male,59,Single Family,5,18,20,2,1
458750,IX - Zasmboanga Peninsula,105552,Female,68,Extended Family,3,35,7,3,1
374940,IX - Zasmboanga Peninsula,59191,Male,62,Single Family,2,35,30,3,1
232770,IX - Zasmboanga Peninsula,124799,Male,59,Single Family,4,45,15,3,1
515153,IX - Zasmboanga Peninsula,74232,Male,60,Single Family,3,36,33,3,1
197800,IX - Zasmboanga Peninsula,67380,Male,37,Single Family,2,36,33,3,1
396676,IX - Zasmboanga Peninsula,192849,Male,64,Extended Family,8,26,30,3,1
275535,IX - Zasmboanga Peninsula,118311,Male,58,Extended Family,9,45,20,3,1
417660,IX - Zasmboanga Peninsula,108101,Male,71,Single Family,7,49,5,2,1
276300,IX - Zasmboanga Peninsula,159320,Male,67,Extended Family,11,35,13,3,1
256207,IX - Zasmboanga Peninsula,129547,Male,48,Single Family,5,33,14,2,1
175738,IX - Zasmboanga Peninsula,97150,Male,48,Single Family,4,33,30,1,1
214270,IX - Zasmboanga Peninsula,73569,Male,45,Single Family,3,50,32,2,1
170895,IX - Zasmboanga Peninsula,70617,Male,26,Single Family,3,50,32,2,1
321751,IX - Zasmboanga Peninsula,143343,Male,52,Single Family,3,100,15,2,1
249870,IX - Zasmboanga Peninsula,106612,Male,26,Single Family,3,128,35,4,1
310252,IX - Zasmboanga Peninsula,97308,Female,48,Single Family,3,60,35,2,1
950220,IX - Zasmboanga Peninsula,323145,Female,67,Extended Family,12,100,20,3,1
407472,IX - Zasmboanga Peninsula,158771,Male,26,Single Family,1,100,15,3,1
224618,IX - Zasmboanga Peninsula,119800,Male,44,Single Family,4,20,15,1,1
213025,IX - Zasmboanga Peninsula,57545,Female,54,Single Family,3,15,15,1,1
391000,IX - Zasmboanga Peninsula,64991,Male,67,Single Family,2,306,16,3,1
140063,IX - Zasmboanga Peninsula,58046,Male,50,Single Family,5,20,17,2,1
117995,IX - Zasmboanga Peninsula,63728,Female,53,Extended Family,4,20,6,1,1
235180,IX - Zasmboanga Peninsula,76936,Male,67,Single Family,2,60,35,2,1
260700,IX - Zasmboanga Peninsula,103163,Male,32,Single Family,5,30,15,2,1
189650,IX - Zasmboanga Peninsula,73771,Male,38,Single Family,3,60,35,2,1
410077,IX - Zasmboanga Peninsula,186031,Male,66,Extended Family,5,30,15,4,1
244945,IX - Zasmboanga Peninsula,123385,Male,39,Single Family,4,30,15,4,1
521360,IX - Zasmboanga Peninsula,142011,Female,42,Single Family,4,30,15,4,1
153808,IX - Zasmboanga Peninsula,74212,Female,74,Single Family,1,54,20,4,1
97783,IX - Zasmboanga Peninsula,60159,Female,56,Single Family,2,14,13,1,1
326090,IX - Zasmboanga Peninsula,160373,Male,39,Single Family,5,15,12,1,1
115148,IX - Zasmboanga Peninsula,69988,Male,27,Single Family,5,18,12,1,1
317894,IX - Zasmboanga Peninsula,140918,Male,39,Single Family,6,20,12,0,1
198125,IX - Zasmboanga Peninsula,123471,Male,43,Single Family,6,20,13,1,1
111115,IX - Zasmboanga Peninsula,64102,Male,47,Single Family,4,12,12,1,1
104480,IX - Zasmboanga Peninsula,30695,Male,50,Single Family,1,15,15,0,0
235441,IX - Zasmboanga Peninsula,109643,Female,21,Single Family,3,16,15,1,1
297180,IX - Zasmboanga Peninsula,84404,Female,60,Extended Family,5,150,25,2,1
330028,IX - Zasmboanga Peninsula,92406,Male,62,Extended Family,5,100,30,2,1
173578,IX - Zasmboanga Peninsula,68345,Male,63,Single Family,3,70,41,3,1
509088,IX - Zasmboanga Peninsula,207717,Male,37,Single Family,5,60,5,2,1
149564,IX - Zasmboanga Peninsula,75830,Male,52,Extended Family,3,36,8,1,1
489268,IX - Zasmboanga Peninsula,107861,Male,64,Single Family,5,100,32,2,1
156531,IX - Zasmboanga Peninsula,68609,Male,66,Single Family,3,40,23,2,1
896256,IX - Zasmboanga Peninsula,203681,Female,67,Single Family,7,140,28,4,1
732482,IX - Zasmboanga Peninsula,167141,Male,45,Single Family,4,100,5,3,1
407445,IX - Zasmboanga Peninsula,121481,Male,52,Single Family,4,80,5,3,1
132600,IX - Zasmboanga Peninsula,56179,Male,65,Single Family,2,40,47,2,1
384162,IX - Zasmboanga Peninsula,148840,Male,51,Single Family,5,80,15,2,1
138776,IX - Zasmboanga Peninsula,40921,Male,40,Single Family,2,70,23,3,1
367480,IX - Zasmboanga Peninsula,165599,Male,46,Single Family,5,70,15,2,1
329661,IX - Zasmboanga Peninsula,106158,Male,42,Single Family,4,80,9,2,1
175060,IX - Zasmboanga Peninsula,62704,Male,38,Single Family,4,50,15,1,1
871644,IX - Zasmboanga Peninsula,356017,Male,58,Extended Family,6,100,18,4,1
330930,IX - Zasmboanga Peninsula,105933,Female,52,Extended Family,5,70,9,3,1
161300,IX - Zasmboanga Peninsula,77394,Male,44,Single Family,4,60,10,3,1
6071030,IX - Zasmboanga Peninsula,434881,Male,75,Extended Family,6,638,41,4,1
292940,IX - Zasmboanga Peninsula,77607,Male,64,Extended Family,5,50,20,2,1
144470,IX - Zasmboanga Peninsula,62756,Male,32,Single Family,3,30,15,1,1
1224537,IX - Zasmboanga Peninsula,88748,Male,74,Extended Family,5,72,24,3,1
578230,IX - Zasmboanga Peninsula,113461,Female,71,Extended Family,5,57,55,6,1
205195,IX - Zasmboanga Peninsula,61487,Female,37,Single Family,4,28,16,2,1
379760,IX - Zasmboanga Peninsula,137906,Male,50,Single Family,3,30,14,2,1
265770,IX - Zasmboanga Peninsula,41661,Female,27,Single Family,1,32,13,2,1
1316262,IX - Zasmboanga Peninsula,178700,Male,53,Single Family,7,75,40,4,1
217200,IX - Zasmboanga Peninsula,61898,Male,26,Single Family,3,30,13,3,1
238000,IX - Zasmboanga Peninsula,38758,Female,28,Single Family,1,25,15,2,1
315185,IX - Zasmboanga Peninsula,75147,Male,54,Extended Family,4,36,48,3,1
163840,IX - Zasmboanga Peninsula,47357,Male,30,Single Family,2,36,48,3,1
318024,IX - Zasmboanga Peninsula,113458,Female,61,Extended Family,6,65,42,2,1
502823,IX - Zasmboanga Peninsula,78432,Male,61,Single Family,3,60,38,4,1
843226,IX - Zasmboanga Peninsula,113697,Male,50,Single Family,3,300,15,4,1
205060,IX - Zasmboanga Peninsula,48450,Male,24,Single Family,3,20,15,2,1
495095,IX - Zasmboanga Peninsula,149687,Male,44,Single Family,5,80,55,2,1
236020,IX - Zasmboanga Peninsula,119321,Male,52,Extended Family,7,100,25,2,1
540500,IX - Zasmboanga Peninsula,189668,Male,52,Single Family,7,200,15,4,1
424575,IX - Zasmboanga Peninsula,219151,Female,63,Extended Family,7,120,14,4,1
174692,IX - Zasmboanga Peninsula,101019,Male,33,Single Family,3,70,12,0,1
157800,IX - Zasmboanga Peninsula,82757,Male,57,Single Family,3,100,29,1,1
321208,IX - Zasmboanga Peninsula,93084,Male,79,Extended Family,5,100,13,2,1
351910,IX - Zasmboanga Peninsula,142855,Male,65,Extended Family,8,75,16,3,1
181284,IX - Zasmboanga Peninsula,105119,Male,44,Single Family,6,50,16,0,1
366441,IX - Zasmboanga Peninsula,212930,Male,66,Extended Family,7,100,22,2,1
211660,IX - Zasmboanga Peninsula,90971,Male,30,Single Family,5,150,19,2,1
144120,IX - Zasmboanga Peninsula,59730,Male,54,Single Family,5,100,18,2,1
171252,IX - Zasmboanga Peninsula,95962,Male,28,Single Family,4,80,17,1,1
510735,IX - Zasmboanga Peninsula,155083,Male,51,Single Family,5,150,22,3,1
132351,IX - Zasmboanga Peninsula,58500,Male,49,Single Family,2,40,15,3,1
322307,IX - Zasmboanga Peninsula,165516,Male,49,Extended Family,8,50,17,2,1
147203,IX - Zasmboanga Peninsula,61530,Male,29,Single Family,3,40,15,1,1
158737,IX - Zasmboanga Peninsula,52185,Male,30,Single Family,3,60,17,1,1
822418,IX - Zasmboanga Peninsula,205659,Female,52,Single Family,3,200,34,3,1
174103,IX - Zasmboanga Peninsula,76388,Male,46,Single Family,4,40,17,2,1
143225,IX - Zasmboanga Peninsula,65739,Male,50,Single Family,4,20,15,2,1
322188,IX - Zasmboanga Peninsula,80635,Female,69,Extended Family,4,60,12,2,1
261650,IX - Zasmboanga Peninsula,106106,Female,43,Single Family,5,30,12,2,1
138320,IX - Zasmboanga Peninsula,41106,Male,66,Single Family,3,60,25,2,1
131960,IX - Zasmboanga Peninsula,70285,Male,43,Single Family,6,30,12,2,1
163150,IX - Zasmboanga Peninsula,58762,Male,65,Single Family,2,40,42,2,1
150435,IX - Zasmboanga Peninsula,66688,Male,26,Single Family,3,40,42,2,1
129698,IX - Zasmboanga Peninsula,52407,Male,24,Single Family,3,50,25,3,1
156450,IX - Zasmboanga Peninsula,54362,Female,27,Single Family,2,50,25,3,1
155582,IX - Zasmboanga Peninsula,60623,Male,76,Extended Family,4,60,21,3,1
136938,IX - Zasmboanga Peninsula,55251,Male,54,Single Family,3,20,21,1,1
180937,IX - Zasmboanga Peninsula,47538,Male,45,Single Family,3,40,18,2,1
157627,IX - Zasmboanga Peninsula,96723,Male,40,Single Family,6,50,6,2,1
161650,IX - Zasmboanga Peninsula,79963,Male,40,Single Family,5,30,15,2,1
117050,IX - Zasmboanga Peninsula,39462,Female,60,Single Family,3,50,5,1,1
198915,IX - Zasmboanga Peninsula,61183,Male,67,Single Family,3,30,25,2,1
208170,IX - Zasmboanga Peninsula,79741,Male,41,Single Family,4,50,17,2,1
104551,IX - Zasmboanga Peninsula,58087,Male,39,Single Family,2,50,13,2,1
111450,IX - Zasmboanga Peninsula,59046,Male,39,Single Family,2,30,17,0,1
194968,IX - Zasmboanga Peninsula,103393,Male,45,Single Family,5,40,20,2,1
495084,IX - Zasmboanga Peninsula,204179,Male,76,Extended Family,8,60,45,4,1
168810,IX - Zasmboanga Peninsula,71584,Male,24,Single Family,3,30,15,2,1
239235,IX - Zasmboanga Peninsula,140914,Male,61,Extended Family,7,20,13,2,1
193879,IX - Zasmboanga Peninsula,129259,Male,60,Single Family,8,50,15,0,1
337464,IX - Zasmboanga Peninsula,128007,Female,54,Extended Family,5,80,13,2,1
86473,IX - Zasmboanga Peninsula,45986,Female,66,Extended Family,2,30,17,1,1
412712,IX - Zasmboanga Peninsula,136818,Male,54,Single Family,3,100,14,1,1
183142,IX - Zasmboanga Peninsula,78929,Male,42,Single Family,7,30,25,1,0
159782,IX - Zasmboanga Peninsula,34986,Female,65,Single Family,2,50,25,3,1
199320,IX - Zasmboanga Peninsula,64806,Male,50,Single Family,3,30,20,2,1
371556,IX - Zasmboanga Peninsula,111724,Male,50,Single Family,5,50,12,2,1
145240,IX - Zasmboanga Peninsula,32811,Male,71,Single Family,2,30,10,1,1
103163,IX - Zasmboanga Peninsula,32766,Male,64,Single Family,2,50,15,2,1
155593,IX - Zasmboanga Peninsula,52723,Male,25,Extended Family,5,50,15,2,1
159994,IX - Zasmboanga Peninsula,41672,Female,35,Single Family,2,40,15,2,1
123787,IX - Zasmboanga Peninsula,59478,Female,72,Single Family,2,30,20,2,1
156610,IX - Zasmboanga Peninsula,64515,Male,51,Single Family,5,50,8,1,1
150320,IX - Zasmboanga Peninsula,68891,Male,23,Single Family,3,40,5,2,1
62590,IX - Zasmboanga Peninsula,27615,Male,63,Single Family,2,30,20,2,1
98070,IX - Zasmboanga Peninsula,39447,Male,25,Single Family,3,30,20,2,1
141579,IX - Zasmboanga Peninsula,56316,Female,37,Extended Family,3,50,35,2,1
84055,IX - Zasmboanga Peninsula,34904,Female,38,Single Family,2,50,21,2,1
176270,IX - Zasmboanga Peninsula,52826,Male,28,Single Family,4,50,21,2,1
573843,IX - Zasmboanga Peninsula,220029,Male,66,Extended Family,15,180,23,4,1
140290,IX - Zasmboanga Peninsula,58948,Male,29,Single Family,3,80,16,4,1
331339,IX - Zasmboanga Peninsula,74971,Male,63,Single Family,2,319,9,2,1
984219,IX - Zasmboanga Peninsula,313637,Male,78,Extended Family,7,200,43,5,1
187240,IX - Zasmboanga Peninsula,76227,Female,80,Extended Family,6,100,33,2,1
340112,IX - Zasmboanga Peninsula,132238,Male,43,Single Family,6,100,12,3,1
178090,IX - Zasmboanga Peninsula,90362,Female,24,Extended Family,3,15,10,1,1
1540253,IX - Zasmboanga Peninsula,382833,Female,57,Single Family,7,100,12,4,1
996392,IX - Zasmboanga Peninsula,239227,Male,51,Single Family,3,218,30,2,1
144624,IX - Zasmboanga Peninsula,69904,Female,48,Extended Family,4,20,20,1,1
232541,IX - Zasmboanga Peninsula,125622,Male,20,Extended Family,3,35,21,3,1
114240,IX - Zasmboanga Peninsula,47806,Female,59,Single Family,2,25,13,2,1
194212,IX - Zasmboanga Peninsula,111440,Male,50,Single Family,4,15,15,1,1
295426,IX - Zasmboanga Peninsula,142213,Male,40,Extended Family,4,35,10,3,1
194605,IX - Zasmboanga Peninsula,118412,Male,66,Extended Family,7,15,25,2,1
196214,IX - Zasmboanga Peninsula,126448,Male,43,Single Family,4,19,15,1,1
704417,IX - Zasmboanga Peninsula,215350,Male,36,Single Family,5,72,8,2,1
186907,IX - Zasmboanga Peninsula,96214,Male,28,Single Family,4,25,13,1,1
244860,IX - Zasmboanga Peninsula,127331,Female,36,Extended Family,6,15,14,3,1
350158,IX - Zasmboanga Peninsula,118999,Male,60,Single Family,4,25,20,2,1
141254,IX - Zasmboanga Peninsula,83175,Male,53,Single Family,4,13,4,1,1
119795,IX - Zasmboanga Peninsula,74156,Male,32,Single Family,3,15,15,1,1
282704,IX - Zasmboanga Peninsula,110435,Male,67,Extended Family,4,22,3,3,1
197180,IX - Zasmboanga Peninsula,137400,Male,42,Single Family,7,18,12,1,1
520247,IX - Zasmboanga Peninsula,167244,Male,44,Extended Family,8,44,15,3,1
184350,IX - Zasmboanga Peninsula,96357,Male,50,Single Family,5,30,15,1,1
265443,IX - Zasmboanga Peninsula,168026,Male,23,Extended Family,8,60,13,1,1
237925,IX - Zasmboanga Peninsula,155613,Female,63,Extended Family,11,20,36,1,1
900951,IX - Zasmboanga Peninsula,219837,Male,33,Extended Family,5,60,13,3,1
367285,IX - Zasmboanga Peninsula,184323,Male,66,Extended Family,5,20,13,2,1
309772,IX - Zasmboanga Peninsula,126169,Male,52,Single Family,5,50,13,2,1
259244,IX - Zasmboanga Peninsula,140543,Male,51,Single Family,3,50,13,3,1
178021,IX - Zasmboanga Peninsula,92310,Male,70,Single Family,3,70,36,2,1
225218,IX - Zasmboanga Peninsula,96101,Female,42,Single Family,2,50,27,2,1
243493,IX - Zasmboanga Peninsula,146909,Male,55,Single Family,7,12,17,2,0
294242,IX - Zasmboanga Peninsula,182481,Male,50,Single Family,5,30,18,2,1
229865,IX - Zasmboanga Peninsula,119667,Male,60,Single Family,4,24,17,1,1
482727,IX - Zasmboanga Peninsula,134561,Male,40,Extended Family,9,85,20,2,1
109082,IX - Zasmboanga Peninsula,47741,Male,22,Single Family,3,10,13,1,1
98830,IX - Zasmboanga Peninsula,45163,Male,57,Single Family,3,29,15,1,1
219474,IX - Zasmboanga Peninsula,139358,Male,33,Extended Family,5,12,20,1,1
149156,IX - Zasmboanga Peninsula,69429,Male,28,Extended Family,8,10,15,1,1
122622,IX - Zasmboanga Peninsula,72377,Male,32,Single Family,4,12,15,2,1
156927,IX - Zasmboanga Peninsula,62626,Male,24,Single Family,4,11,15,2,1
161070,IX - Zasmboanga Peninsula,96636,Male,42,Single Family,6,15,16,1,1
157090,IX - Zasmboanga Peninsula,97622,Male,34,Single Family,3,12,15,1,1
167076,IX - Zasmboanga Peninsula,89322,Male,34,Single Family,5,10,16,2,1
159750,IX - Zasmboanga Peninsula,79290,Male,44,Single Family,6,24,24,2,1
192035,IX - Zasmboanga Peninsula,37816,Female,60,Single Family,1,150,30,2,1
736949,IX - Zasmboanga Peninsula,160939,Male,67,Extended Family,9,35,30,3,1
271002,IX - Zasmboanga Peninsula,133072,Male,45,Single Family,6,20,37,1,1
169517,IX - Zasmboanga Peninsula,103843,Male,47,Single Family,3,20,50,2,1
300068,IX - Zasmboanga Peninsula,124690,Male,43,Extended Family,6,50,23,3,1
211746,IX - Zasmboanga Peninsula,129703,Male,55,Single Family,4,100,38,4,1
157636,IX - Zasmboanga Peninsula,104902,Male,36,Extended Family,7,11,3,1,1
124410,IX - Zasmboanga Peninsula,61171,Male,29,Single Family,4,20,15,1,1
196317,IX - Zasmboanga Peninsula,93571,Female,65,Extended Family,4,25,15,2,1
1228017,IX - Zasmboanga Peninsula,199836,Male,53,Single Family,6,45,26,3,1
150900,IX - Zasmboanga Peninsula,86436,Male,24,Single Family,3,15,15,1,1
126000,IX - Zasmboanga Peninsula,87547,Male,26,Single Family,3,10,20,1,1
151238,IX - Zasmboanga Peninsula,74275,Male,30,Single Family,3,15,20,1,1
223154,IX - Zasmboanga Peninsula,133364,Male,59,Extended Family,7,48,12,1,0
174071,IX - Zasmboanga Peninsula,87450,Male,48,Single Family,4,40,4,1,1
194480,IX - Zasmboanga Peninsula,136867,Female,32,Extended Family,7,45,14,1,0
215107,IX - Zasmboanga Peninsula,106102,Male,46,Single Family,7,40,4,1,1
219987,IX - Zasmboanga Peninsula,117920,Female,40,Single Family,4,30,12,1,1
146119,IX - Zasmboanga Peninsula,54196,Female,69,Single Family,4,50,9,1,1
145688,IX - Zasmboanga Peninsula,72483,Male,52,Single Family,6,60,15,2,1
616438,IX - Zasmboanga Peninsula,173518,Female,64,Extended Family,6,120,28,3,1
203029,IX - Zasmboanga Peninsula,115370,Male,43,Single Family,10,80,13,1,1
430529,IX - Zasmboanga Peninsula,93367,Female,35,Single Family,2,80,13,2,1
247650,IX - Zasmboanga Peninsula,103382,Male,56,Single Family,4,80,13,2,1
191610,IX - Zasmboanga Peninsula,78237,Male,39,Single Family,3,65,13,2,1
194085,IX - Zasmboanga Peninsula,107034,Female,74,Extended Family,5,70,13,2,1
205788,IX - Zasmboanga Peninsula,115649,Male,51,Extended Family,11,50,12,1,1
493837,IX - Zasmboanga Peninsula,173698,Male,63,Single Family,3,60,35,2,1
231030,IX - Zasmboanga Peninsula,136991,Male,37,Single Family,4,100,13,2,1
220051,IX - Zasmboanga Peninsula,155604,Male,40,Single Family,10,60,22,2,1
122710,IX - Zasmboanga Peninsula,73739,Male,49,Single Family,4,40,13,1,1
59259,IX - Zasmboanga Peninsula,29297,Female,74,Single Family,1,30,13,1,1
154445,IX - Zasmboanga Peninsula,78732,Female,74,Extended Family,4,50,27,2,1
157158,IX - Zasmboanga Peninsula,70121,Male,52,Single Family,4,60,12,1,1
164768,IX - Zasmboanga Peninsula,102977,Female,54,Extended Family,6,45,15,1,1
212491,IX - Zasmboanga Peninsula,91435,Female,66,Single Family,4,50,28,2,1
150222,IX - Zasmboanga Peninsula,43900,Male,28,Single Family,2,28,14,2,1
328550,IX - Zasmboanga Peninsula,110264,Male,74,Single Family,8,48,21,1,1
247461,IX - Zasmboanga Peninsula,124515,Male,49,Single Family,8,40,26,1,1
119640,IX - Zasmboanga Peninsula,76043,Male,30,Single Family,4,30,14,1,1
214878,IX - Zasmboanga Peninsula,71458,Female,28,Extended Family,3,50,19,2,1
147340,IX - Zasmboanga Peninsula,56972,Female,65,Extended Family,2,60,30,2,1
225808,IX - Zasmboanga Peninsula,141561,Male,52,Single Family,8,30,15,1,1
171855,IX - Zasmboanga Peninsula,113507,Male,44,Single Family,6,40,23,1,1
67563,IX - Zasmboanga Peninsula,26175,Female,66,Single Family,1,25,15,0,1
147415,IX - Zasmboanga Peninsula,48753,Male,49,Extended Family,3,65,15,2,1
415700,IX - Zasmboanga Peninsula,106191,Male,64,Extended Family,3,200,15,3,1
190825,IX - Zasmboanga Peninsula,72867,Male,77,Extended Family,5,159,16,3,1
339490,IX - Zasmboanga Peninsula,91018,Female,68,Extended Family,3,150,14,3,1
197615,IX - Zasmboanga Peninsula,101869,Male,29,Single Family,4,350,16,1,1
223976,IX - Zasmboanga Peninsula,109356,Male,57,Single Family,4,150,32,3,1
215550,IX - Zasmboanga Peninsula,113751,Male,49,Extended Family,6,25,35,1,1
198193,IX - Zasmboanga Peninsula,128952,Male,47,Single Family,7,100,25,1,1
180170,IX - Zasmboanga Peninsula,103486,Male,34,Single Family,7,20,15,1,0
296665,IX - Zasmboanga Peninsula,162926,Male,62,Extended Family,7,50,14,2,1
155422,IX - Zasmboanga Peninsula,80400,Male,35,Single Family,3,30,15,1,1
144467,IX - Zasmboanga Peninsula,84861,Male,38,Single Family,2,25,15,1,1
123710,IX - Zasmboanga Peninsula,66249,Male,35,Single Family,5,20,45,1,1
136439,IX - Zasmboanga Peninsula,83567,Female,56,Single Family,4,40,23,3,1
100836,IX - Zasmboanga Peninsula,47804,Male,40,Single Family,4,20,15,1,1
197396,IX - Zasmboanga Peninsula,101304,Male,37,Single Family,5,20,15,1,1
164476,IX - Zasmboanga Peninsula,72866,Male,69,Extended Family,3,11,19,1,1
149739,IX - Zasmboanga Peninsula,69370,Male,28,Extended Family,4,35,33,2,1
215652,IX - Zasmboanga Peninsula,90490,Male,42,Single Family,6,11,11,1,1
184260,IX - Zasmboanga Peninsula,93824,Female,55,Extended Family,4,16,13,2,1
290588,IX - Zasmboanga Peninsula,148387,Male,55,Single Family,7,21,12,2,1
161765,IX - Zasmboanga Peninsula,98321,Male,34,Single Family,6,12,11,0,1
256520,IX - Zasmboanga Peninsula,118475,Male,37,Single Family,5,20,12,2,1
231422,IX - Zasmboanga Peninsula,120938,Male,40,Single Family,6,20,38,1,1
132769,IX - Zasmboanga Peninsula,63374,Male,28,Single Family,4,18,12,0,1
477279,IX - Zasmboanga Peninsula,99147,Female,53,Single Family,3,29,15,2,1
196167,IX - Zasmboanga Peninsula,94690,Male,31,Single Family,5,28,15,1,1
183730,IX - Zasmboanga Peninsula,71877,Male,55,Single Family,5,20,14,1,1
105972,IX - Zasmboanga Peninsula,49857,Male,21,Single Family,3,20,14,1,1
324385,IX - Zasmboanga Peninsula,116616,Female,54,Extended Family,3,65,12,3,1
815243,IX - Zasmboanga Peninsula,158232,Male,68,Extended Family,4,20,13,3,1
334815,IX - Zasmboanga Peninsula,114113,Male,30,Single Family,3,20,13,3,1
244355,IX - Zasmboanga Peninsula,154428,Male,40,Single Family,7,15,12,1,1
607634,IX - Zasmboanga Peninsula,181599,Female,73,Extended Family,6,23,40,2,1
352067,IX - Zasmboanga Peninsula,123157,Male,35,Extended Family,4,200,43,2,1
706212,IX - Zasmboanga Peninsula,158166,Male,64,Extended Family,6,216,27,2,1
